year,occupation_group,occ10_title,satjob
1972,Finance-related,financial analysts,very satisfied
1972,Finance-related,financial managers,very satisfied
1972,Electrician,electricians,very satisfied
1972,CS-related,computer systems analysts,very satisfied
1972,Electrician,electricians,moderately satisfied
1972,Finance-related,financial managers,very satisfied
1972,Electrician,electricians,very satisfied
1972,Finance-related,financial managers,very satisfied
1972,Finance-related,financial managers,very satisfied
1972,Electrician,electricians,very satisfied
1972,Electrician,electricians,very satisfied
1972,CS-related,computer systems analysts,a little dissatisfied
1972,CS-related,computer programmers,moderately satisfied
1972,Electrician,electricians,very satisfied
1972,Electrician,electricians,very satisfied
1972,Electrician,electricians,moderately satisfied
1972,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1972,CS-related,computer programmers,very satisfied
1972,CS-related,"software developers, applications and systems software",very satisfied
1972,Electrician,electricians,very satisfied
1972,CS-related,computer programmers,very satisfied
1972,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1972,Finance-related,financial managers,moderately satisfied
1973,Finance-related,financial analysts,moderately satisfied
1973,Finance-related,personal financial advisors,very satisfied
1973,CS-related,"software developers, applications and systems software",a little dissatisfied
1973,CS-related,computer systems analysts,moderately satisfied
1973,Electrician,electricians,very satisfied
1973,CS-related,computer programmers,very satisfied
1973,Finance-related,financial managers,very satisfied
1973,Electrician,electricians,moderately satisfied
1973,CS-related,computer systems analysts,moderately satisfied
1973,Electrician,electricians,a little dissatisfied
1973,Electrician,electricians,very dissatisfied
1973,Finance-related,financial managers,very satisfied
1973,Finance-related,financial managers,very satisfied
1973,Finance-related,financial managers,moderately satisfied
1973,Finance-related,financial managers,very satisfied
1973,CS-related,computer systems analysts,very satisfied
1973,Finance-related,financial managers,very satisfied
1973,Electrician,electricians,very satisfied
1973,CS-related,computer programmers,very satisfied
1974,Finance-related,personal financial advisors,very satisfied
1974,Finance-related,financial managers,very satisfied
1974,Finance-related,"securities, commodities, and financial services sales agents",very dissatisfied
1974,Electrician,electricians,moderately satisfied
1974,Electrician,electricians,moderately satisfied
1974,Finance-related,financial managers,very satisfied
1974,Finance-related,financial managers,moderately satisfied
1974,Finance-related,financial managers,very satisfied
1974,Finance-related,financial managers,very satisfied
1974,Electrician,electricians,very satisfied
1975,CS-related,computer programmers,very satisfied
1975,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1975,Electrician,electricians,very satisfied
1975,CS-related,computer programmers,very satisfied
1975,Electrician,electricians,very satisfied
1975,Finance-related,financial managers,very satisfied
1975,Electrician,electricians,very satisfied
1975,Finance-related,financial managers,a little dissatisfied
1975,Finance-related,financial managers,very satisfied
1975,CS-related,"software developers, applications and systems software",very satisfied
1975,CS-related,computer systems analysts,very satisfied
1975,Finance-related,financial managers,moderately satisfied
1975,Finance-related,financial managers,very satisfied
1975,Electrician,electricians,moderately satisfied
1975,Finance-related,financial managers,very satisfied
1975,Electrician,electricians,moderately satisfied
1975,Finance-related,financial managers,very satisfied
1975,Electrician,electricians,moderately satisfied
1975,Finance-related,financial managers,very satisfied
1975,CS-related,computer programmers,moderately satisfied
1975,Electrician,electricians,very satisfied
1975,CS-related,computer programmers,a little dissatisfied
1975,Finance-related,financial analysts,very satisfied
1975,Electrician,electricians,very satisfied
1976,Electrician,electricians,moderately satisfied
1976,Electrician,electricians,very satisfied
1976,CS-related,computer systems analysts,very satisfied
1976,Electrician,electricians,moderately satisfied
1976,CS-related,computer programmers,a little dissatisfied
1976,CS-related,computer systems analysts,very satisfied
1976,CS-related,computer programmers,very satisfied
1976,Finance-related,financial managers,very satisfied
1976,Finance-related,financial managers,very satisfied
1976,Finance-related,financial managers,very satisfied
1976,CS-related,computer programmers,moderately satisfied
1976,Electrician,electricians,very satisfied
1976,CS-related,computer programmers,moderately satisfied
1976,Finance-related,financial managers,very satisfied
1977,Finance-related,financial managers,very satisfied
1977,CS-related,computer systems analysts,moderately satisfied
1977,Finance-related,financial managers,a little dissatisfied
1977,Electrician,electricians,very satisfied
1977,Electrician,electricians,moderately satisfied
1977,Electrician,electricians,moderately satisfied
1977,Finance-related,financial managers,very satisfied
1977,CS-related,computer programmers,very satisfied
1977,Electrician,electricians,a little dissatisfied
1977,Electrician,electricians,very satisfied
1977,CS-related,computer systems analysts,very satisfied
1977,CS-related,computer systems analysts,moderately satisfied
1977,Finance-related,financial managers,very satisfied
1977,Electrician,electricians,very satisfied
1977,Finance-related,financial managers,moderately satisfied
1977,Finance-related,financial managers,moderately satisfied
1978,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1978,CS-related,computer programmers,very satisfied
1978,Electrician,electricians,a little dissatisfied
1978,CS-related,"software developers, applications and systems software",very satisfied
1978,Electrician,electricians,very satisfied
1978,Electrician,electricians,very satisfied
1978,Electrician,electricians,moderately satisfied
1978,CS-related,computer programmers,very satisfied
1978,Electrician,electricians,very satisfied
1978,Electrician,electricians,very satisfied
1978,Electrician,electricians,moderately satisfied
1978,Electrician,electricians,a little dissatisfied
1978,Electrician,electricians,very satisfied
1978,Finance-related,financial managers,very satisfied
1978,CS-related,computer programmers,moderately satisfied
1978,Finance-related,financial managers,very satisfied
1978,CS-related,"software developers, applications and systems software",moderately satisfied
1978,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1980,CS-related,computer programmers,moderately satisfied
1980,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1980,Finance-related,financial analysts,very satisfied
1980,CS-related,computer programmers,very satisfied
1980,Electrician,electricians,moderately satisfied
1980,CS-related,computer programmers,very satisfied
1980,Electrician,electricians,moderately satisfied
1980,CS-related,computer programmers,moderately satisfied
1980,Electrician,electricians,very satisfied
1980,Finance-related,financial managers,very satisfied
1980,Finance-related,financial managers,very satisfied
1980,Electrician,electricians,very satisfied
1980,Finance-related,financial managers,very satisfied
1980,Finance-related,financial managers,very satisfied
1980,CS-related,computer programmers,moderately satisfied
1980,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1980,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1980,CS-related,computer programmers,very satisfied
1980,Finance-related,financial managers,very satisfied
1980,CS-related,computer programmers,moderately satisfied
1980,CS-related,computer systems analysts,very satisfied
1980,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1980,CS-related,computer programmers,a little dissatisfied
1980,Electrician,electricians,moderately satisfied
1980,CS-related,computer programmers,very satisfied
1980,CS-related,computer programmers,moderately satisfied
1980,Finance-related,financial managers,a little dissatisfied
1982,Electrician,electricians,very satisfied
1982,Finance-related,financial managers,moderately satisfied
1982,CS-related,computer systems analysts,moderately satisfied
1982,Electrician,electricians,very satisfied
1982,Electrician,electricians,very satisfied
1982,CS-related,computer systems analysts,moderately satisfied
1982,Electrician,electricians,very satisfied
1982,Finance-related,financial managers,very satisfied
1982,CS-related,computer programmers,very satisfied
1982,Finance-related,financial managers,very satisfied
1982,Electrician,electricians,a little dissatisfied
1982,Finance-related,financial managers,moderately satisfied
1982,CS-related,computer systems analysts,moderately satisfied
1982,Electrician,electricians,moderately satisfied
1983,Finance-related,financial managers,moderately satisfied
1983,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1983,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1983,CS-related,computer programmers,moderately satisfied
1983,Finance-related,financial managers,moderately satisfied
1983,CS-related,computer programmers,very satisfied
1983,Electrician,electricians,moderately satisfied
1983,Electrician,electricians,very satisfied
1983,Electrician,electricians,very satisfied
1983,CS-related,"software developers, applications and systems software",very satisfied
1983,CS-related,computer programmers,moderately satisfied
1983,Electrician,electricians,very satisfied
1983,Electrician,electricians,very satisfied
1983,CS-related,computer systems analysts,moderately satisfied
1983,CS-related,computer systems analysts,very satisfied
1983,Finance-related,financial managers,moderately satisfied
1983,Finance-related,personal financial advisors,very satisfied
1983,Finance-related,financial managers,very satisfied
1983,Electrician,electricians,very satisfied
1983,CS-related,computer systems analysts,very satisfied
1983,Finance-related,financial managers,moderately satisfied
1983,Electrician,electricians,very satisfied
1983,Finance-related,financial managers,very satisfied
1983,Electrician,electricians,moderately satisfied
1984,CS-related,computer programmers,very satisfied
1984,Electrician,electricians,very satisfied
1984,Finance-related,personal financial advisors,very satisfied
1984,CS-related,computer systems analysts,a little dissatisfied
1984,CS-related,computer programmers,moderately satisfied
1984,Finance-related,financial managers,very satisfied
1984,CS-related,computer programmers,very satisfied
1984,CS-related,computer programmers,moderately satisfied
1984,Finance-related,financial managers,very satisfied
1984,CS-related,computer programmers,very satisfied
1984,CS-related,"software developers, applications and systems software",very satisfied
1984,CS-related,computer programmers,very satisfied
1984,Electrician,electricians,moderately satisfied
1984,CS-related,computer programmers,moderately satisfied
1984,Finance-related,financial managers,very satisfied
1984,Finance-related,financial managers,a little dissatisfied
1984,Finance-related,financial managers,very satisfied
1984,Finance-related,financial managers,very satisfied
1984,Finance-related,personal financial advisors,very satisfied
1984,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1984,Finance-related,financial managers,very satisfied
1984,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1984,Finance-related,financial managers,very satisfied
1985,CS-related,computer programmers,moderately satisfied
1985,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1985,Finance-related,financial managers,moderately satisfied
1985,Electrician,electricians,moderately satisfied
1985,Finance-related,financial managers,very satisfied
1985,Electrician,electricians,moderately satisfied
1985,Finance-related,personal financial advisors,moderately satisfied
1985,Electrician,electricians,very dissatisfied
1985,Electrician,electricians,moderately satisfied
1985,CS-related,"software developers, applications and systems software",very satisfied
1985,CS-related,computer programmers,very satisfied
1985,CS-related,computer programmers,very satisfied
1985,Electrician,electricians,moderately satisfied
1985,Electrician,electricians,very satisfied
1985,Electrician,electricians,moderately satisfied
1985,CS-related,computer programmers,very satisfied
1985,Finance-related,financial managers,moderately satisfied
1985,Electrician,electricians,very dissatisfied
1985,Finance-related,financial managers,very satisfied
1985,Finance-related,financial managers,very satisfied
1985,Finance-related,financial managers,very satisfied
1985,Electrician,electricians,a little dissatisfied
1985,CS-related,"software developers, applications and systems software",very satisfied
1985,Finance-related,financial managers,moderately satisfied
1985,CS-related,computer systems analysts,very satisfied
1985,CS-related,computer systems analysts,very satisfied
1985,Electrician,electricians,very satisfied
1985,Electrician,electricians,very satisfied
1985,Finance-related,financial managers,very satisfied
1985,Electrician,electricians,very satisfied
1985,Electrician,electricians,very satisfied
1985,Finance-related,financial managers,moderately satisfied
1985,Electrician,electricians,very satisfied
1985,Finance-related,financial managers,very satisfied
1985,Electrician,electricians,moderately satisfied
1985,Electrician,electricians,very dissatisfied
1986,Finance-related,financial managers,moderately satisfied
1986,Finance-related,personal financial advisors,very satisfied
1986,Electrician,electricians,very satisfied
1986,CS-related,"software developers, applications and systems software",moderately satisfied
1986,Finance-related,financial managers,very satisfied
1986,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1986,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1986,CS-related,computer systems analysts,moderately satisfied
1986,CS-related,computer programmers,moderately satisfied
1986,Finance-related,financial managers,very satisfied
1986,CS-related,computer programmers,a little dissatisfied
1986,CS-related,computer systems analysts,very satisfied
1986,Finance-related,financial managers,moderately satisfied
1986,CS-related,computer programmers,moderately satisfied
1986,Electrician,electricians,very satisfied
1986,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1986,CS-related,computer systems analysts,very satisfied
1986,Finance-related,financial managers,very satisfied
1986,Finance-related,financial managers,very satisfied
1987,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1987,CS-related,"software developers, applications and systems software",a little dissatisfied
1987,Finance-related,financial analysts,moderately satisfied
1987,Finance-related,personal financial advisors,very satisfied
1987,CS-related,computer programmers,moderately satisfied
1987,Finance-related,financial managers,a little dissatisfied
1987,CS-related,computer programmers,moderately satisfied
1987,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1987,Finance-related,personal financial advisors,very satisfied
1987,CS-related,computer systems analysts,very satisfied
1987,CS-related,"software developers, applications and systems software",moderately satisfied
1987,Electrician,electricians,moderately satisfied
1987,CS-related,computer programmers,moderately satisfied
1987,Electrician,electricians,moderately satisfied
1987,CS-related,computer systems analysts,moderately satisfied
1987,Finance-related,financial managers,moderately satisfied
1987,Electrician,electricians,very satisfied
1987,Electrician,electricians,very dissatisfied
1987,CS-related,"software developers, applications and systems software",moderately satisfied
1987,Electrician,electricians,moderately satisfied
1987,Electrician,electricians,very satisfied
1987,CS-related,computer programmers,very satisfied
1987,Electrician,electricians,moderately satisfied
1987,CS-related,computer systems analysts,very satisfied
1988,Electrician,electricians,moderately satisfied
1988,Finance-related,financial managers,moderately satisfied
1988,Electrician,electricians,moderately satisfied
1988,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1988,CS-related,"software developers, applications and systems software",a little dissatisfied
1988,CS-related,"software developers, applications and systems software",very satisfied
1988,Electrician,electricians,moderately satisfied
1988,CS-related,"software developers, applications and systems software",very satisfied
1988,CS-related,computer systems analysts,very satisfied
1988,Finance-related,financial managers,very satisfied
1988,Finance-related,financial managers,very satisfied
1988,CS-related,"software developers, applications and systems software",very satisfied
1988,Finance-related,financial managers,moderately satisfied
1988,CS-related,computer programmers,very satisfied
1988,CS-related,computer systems analysts,very satisfied
1988,CS-related,computer programmers,very satisfied
1988,Electrician,electricians,very satisfied
1988,Electrician,electricians,moderately satisfied
1988,CS-related,computer programmers,very satisfied
1988,CS-related,computer programmers,very satisfied
1988,Finance-related,financial managers,moderately satisfied
1988,Finance-related,financial managers,very satisfied
1988,CS-related,computer programmers,a little dissatisfied
1988,Electrician,electricians,very satisfied
1988,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1988,CS-related,computer systems analysts,very satisfied
1989,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1989,Electrician,electricians,moderately satisfied
1989,CS-related,computer systems analysts,very satisfied
1989,Finance-related,financial managers,very satisfied
1989,CS-related,computer programmers,moderately satisfied
1989,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1989,Finance-related,financial managers,moderately satisfied
1989,CS-related,computer programmers,moderately satisfied
1989,Finance-related,financial managers,very satisfied
1989,CS-related,computer systems analysts,very satisfied
1989,Electrician,electricians,moderately satisfied
1989,Electrician,electricians,very satisfied
1989,Finance-related,financial managers,very satisfied
1989,CS-related,computer programmers,a little dissatisfied
1989,Finance-related,personal financial advisors,moderately satisfied
1989,Electrician,electricians,very satisfied
1989,Electrician,electricians,a little dissatisfied
1989,Electrician,electricians,moderately satisfied
1989,Finance-related,financial managers,very satisfied
1989,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1989,Electrician,electricians,very satisfied
1989,Electrician,electricians,moderately satisfied
1989,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1990,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1990,CS-related,computer programmers,very satisfied
1990,Finance-related,personal financial advisors,moderately satisfied
1990,Electrician,electricians,very satisfied
1990,CS-related,computer systems analysts,very satisfied
1990,Finance-related,personal financial advisors,very satisfied
1990,Finance-related,financial managers,very satisfied
1990,Finance-related,financial managers,a little dissatisfied
1990,CS-related,"software developers, applications and systems software",very satisfied
1990,CS-related,computer systems analysts,very satisfied
1990,CS-related,computer programmers,moderately satisfied
1990,Finance-related,financial managers,very dissatisfied
1990,Finance-related,financial managers,very satisfied
1990,Finance-related,financial managers,moderately satisfied
1990,Electrician,electricians,very satisfied
1990,Electrician,electricians,moderately satisfied
1990,Electrician,electricians,very satisfied
1990,Electrician,electricians,moderately satisfied
1991,Finance-related,financial managers,very satisfied
1991,Finance-related,financial managers,very satisfied
1991,CS-related,"software developers, applications and systems software",moderately satisfied
1991,Electrician,electricians,moderately satisfied
1991,Electrician,electricians,moderately satisfied
1991,CS-related,"software developers, applications and systems software",moderately satisfied
1991,CS-related,computer programmers,very satisfied
1991,Finance-related,financial managers,very satisfied
1991,CS-related,computer systems analysts,moderately satisfied
1991,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1991,Finance-related,financial managers,moderately satisfied
1991,CS-related,computer programmers,very satisfied
1991,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1991,Finance-related,financial managers,very satisfied
1991,CS-related,computer programmers,very satisfied
1991,Electrician,electricians,very satisfied
1991,Electrician,electricians,moderately satisfied
1991,Finance-related,financial managers,very satisfied
1991,Electrician,electricians,a little dissatisfied
1993,Finance-related,personal financial advisors,moderately satisfied
1993,Finance-related,personal financial advisors,very satisfied
1993,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1993,Finance-related,financial managers,very satisfied
1993,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1993,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1993,Electrician,electricians,very satisfied
1993,CS-related,computer systems analysts,a little dissatisfied
1993,CS-related,computer systems analysts,very satisfied
1993,Electrician,electricians,very satisfied
1993,CS-related,computer systems analysts,very satisfied
1993,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1993,Electrician,electricians,moderately satisfied
1993,Electrician,electricians,very satisfied
1993,Electrician,electricians,very dissatisfied
1993,CS-related,computer programmers,very satisfied
1993,Finance-related,financial managers,moderately satisfied
1993,Electrician,electricians,moderately satisfied
1993,Electrician,electricians,moderately satisfied
1993,Finance-related,financial managers,very dissatisfied
1993,Electrician,electricians,very satisfied
1993,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1993,Finance-related,financial managers,very satisfied
1993,CS-related,computer systems analysts,very satisfied
1993,Finance-related,financial managers,moderately satisfied
1993,CS-related,computer systems analysts,very satisfied
1993,Electrician,electricians,moderately satisfied
1993,Electrician,electricians,moderately satisfied
1993,CS-related,"software developers, applications and systems software",moderately satisfied
1993,CS-related,computer programmers,moderately satisfied
1993,Finance-related,personal financial advisors,moderately satisfied
1993,CS-related,"software developers, applications and systems software",very satisfied
1993,Electrician,electricians,very satisfied
1993,CS-related,computer systems analysts,moderately satisfied
1994,CS-related,computer systems analysts,very satisfied
1994,CS-related,computer programmers,very satisfied
1994,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1994,CS-related,computer systems analysts,moderately satisfied
1994,Electrician,electricians,very satisfied
1994,CS-related,computer systems analysts,moderately satisfied
1994,Electrician,electricians,moderately satisfied
1994,Finance-related,financial managers,very satisfied
1994,Electrician,electricians,a little dissatisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,CS-related,computer programmers,very satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,Finance-related,financial managers,very satisfied
1994,CS-related,computer systems analysts,very satisfied
1994,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1994,Electrician,electricians,moderately satisfied
1994,CS-related,computer programmers,very satisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,CS-related,computer systems analysts,moderately satisfied
1994,CS-related,computer programmers,moderately satisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,Finance-related,personal financial advisors,very satisfied
1994,CS-related,computer systems analysts,very satisfied
1994,CS-related,computer systems analysts,very satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,Finance-related,financial managers,very satisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,CS-related,computer systems analysts,very satisfied
1994,Electrician,electricians,moderately satisfied
1994,Finance-related,financial managers,very satisfied
1994,CS-related,computer programmers,very satisfied
1994,CS-related,computer programmers,very satisfied
1994,Electrician,electricians,a little dissatisfied
1994,Finance-related,financial managers,very dissatisfied
1994,Finance-related,personal financial advisors,very satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,CS-related,"software developers, applications and systems software",very satisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,Electrician,electricians,very satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,CS-related,"software developers, applications and systems software",very satisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,CS-related,"software developers, applications and systems software",very satisfied
1994,CS-related,computer programmers,very satisfied
1994,Finance-related,financial managers,a little dissatisfied
1994,Electrician,electricians,very satisfied
1994,Electrician,electricians,very satisfied
1994,Electrician,electricians,very satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,CS-related,computer programmers,moderately satisfied
1994,Finance-related,"securities, commodities, and financial services sales agents",a little dissatisfied
1994,CS-related,computer systems analysts,very satisfied
1994,Electrician,electricians,very satisfied
1994,Finance-related,financial analysts,moderately satisfied
1994,Electrician,electricians,very satisfied
1994,Electrician,electricians,moderately satisfied
1994,Finance-related,financial managers,moderately satisfied
1994,Finance-related,financial analysts,very satisfied
1994,Finance-related,financial managers,very satisfied
1994,Electrician,electricians,very satisfied
1994,CS-related,"software developers, applications and systems software",moderately satisfied
1994,CS-related,computer programmers,very satisfied
1996,CS-related,computer programmers,very satisfied
1996,Electrician,electricians,very satisfied
1996,CS-related,computer programmers,very dissatisfied
1996,CS-related,computer programmers,moderately satisfied
1996,Finance-related,financial managers,very satisfied
1996,Finance-related,financial managers,moderately satisfied
1996,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1996,CS-related,computer systems analysts,very satisfied
1996,CS-related,computer systems analysts,very satisfied
1996,Finance-related,financial managers,very satisfied
1996,CS-related,"software developers, applications and systems software",very satisfied
1996,CS-related,"software developers, applications and systems software",moderately satisfied
1996,CS-related,"software developers, applications and systems software",moderately satisfied
1996,CS-related,"software developers, applications and systems software",moderately satisfied
1996,CS-related,computer programmers,very satisfied
1996,CS-related,computer systems analysts,very satisfied
1996,Finance-related,financial managers,very satisfied
1996,CS-related,"software developers, applications and systems software",very satisfied
1996,CS-related,"software developers, applications and systems software",very dissatisfied
1996,Finance-related,personal financial advisors,very satisfied
1996,CS-related,computer programmers,very satisfied
1996,CS-related,computer systems analysts,moderately satisfied
1996,CS-related,"software developers, applications and systems software",very satisfied
1996,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1996,CS-related,computer programmers,very satisfied
1996,Electrician,electricians,moderately satisfied
1996,Electrician,electricians,moderately satisfied
1996,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1996,CS-related,"software developers, applications and systems software",very satisfied
1996,Electrician,electricians,moderately satisfied
1996,Finance-related,financial managers,moderately satisfied
1996,CS-related,computer systems analysts,very satisfied
1996,Electrician,electricians,very satisfied
1996,Electrician,electricians,moderately satisfied
1996,CS-related,"software developers, applications and systems software",very satisfied
1996,Finance-related,financial managers,moderately satisfied
1996,CS-related,"software developers, applications and systems software",very satisfied
1996,Electrician,electricians,very satisfied
1996,CS-related,computer programmers,moderately satisfied
1996,Electrician,electricians,a little dissatisfied
1996,Finance-related,personal financial advisors,moderately satisfied
1996,CS-related,computer systems analysts,very satisfied
1996,Finance-related,financial managers,very satisfied
1996,Finance-related,financial managers,very satisfied
1996,CS-related,computer systems analysts,very satisfied
1996,CS-related,computer programmers,very dissatisfied
1996,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,Finance-related,financial managers,very dissatisfied
1998,CS-related,computer programmers,moderately satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,CS-related,"software developers, applications and systems software",moderately satisfied
1998,Finance-related,financial managers,very satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,Finance-related,personal financial advisors,very satisfied
1998,CS-related,computer programmers,very satisfied
1998,Finance-related,personal financial advisors,moderately satisfied
1998,CS-related,computer systems analysts,a little dissatisfied
1998,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,Finance-related,personal financial advisors,very satisfied
1998,Electrician,electricians,moderately satisfied
1998,Finance-related,financial managers,very satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,Electrician,electricians,moderately satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,CS-related,"software developers, applications and systems software",moderately satisfied
1998,Finance-related,financial managers,very satisfied
1998,CS-related,computer systems analysts,very satisfied
1998,CS-related,"software developers, applications and systems software",moderately satisfied
1998,CS-related,"software developers, applications and systems software",very satisfied
1998,Electrician,electricians,very satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,Finance-related,financial managers,a little dissatisfied
1998,CS-related,computer programmers,very satisfied
1998,CS-related,computer systems analysts,very satisfied
1998,Electrician,electricians,very dissatisfied
1998,CS-related,computer programmers,very satisfied
1998,Finance-related,financial managers,very satisfied
1998,CS-related,"software developers, applications and systems software",moderately satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,Electrician,electricians,very satisfied
1998,CS-related,computer programmers,very satisfied
1998,CS-related,"software developers, applications and systems software",very satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,Electrician,electricians,very satisfied
1998,Electrician,electricians,moderately satisfied
1998,Finance-related,financial managers,very satisfied
1998,Electrician,electricians,very satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,Finance-related,financial managers,very satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,CS-related,computer programmers,a little dissatisfied
1998,CS-related,computer systems analysts,moderately satisfied
1998,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,CS-related,"software developers, applications and systems software",very satisfied
1998,CS-related,computer programmers,very satisfied
1998,CS-related,computer programmers,moderately satisfied
1998,Electrician,electricians,moderately satisfied
1998,CS-related,"software developers, applications and systems software",moderately satisfied
1998,Electrician,electricians,very satisfied
1998,Electrician,electricians,very satisfied
1998,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
1998,Finance-related,financial analysts,very satisfied
1998,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
1998,CS-related,computer programmers,very satisfied
1998,CS-related,"software developers, applications and systems software",very satisfied
1998,Finance-related,personal financial advisors,very satisfied
1998,CS-related,"software developers, applications and systems software",very satisfied
1998,Electrician,electricians,moderately satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,CS-related,"software developers, applications and systems software",very satisfied
1998,Finance-related,financial managers,moderately satisfied
1998,CS-related,"software developers, applications and systems software",a little dissatisfied
1998,Electrician,electricians,very satisfied
1998,Electrician,electricians,moderately satisfied
1998,Electrician,electricians,very satisfied
1998,Electrician,electricians,very satisfied
2000,CS-related,computer systems analysts,very satisfied
2000,CS-related,"software developers, applications and systems software",a little dissatisfied
2000,Finance-related,financial managers,very satisfied
2000,Electrician,electricians,moderately satisfied
2000,CS-related,computer systems analysts,very satisfied
2000,CS-related,"software developers, applications and systems software",very satisfied
2000,CS-related,computer systems analysts,very satisfied
2000,Finance-related,personal financial advisors,very satisfied
2000,CS-related,computer programmers,moderately satisfied
2000,CS-related,computer programmers,very satisfied
2000,Electrician,electricians,moderately satisfied
2000,CS-related,computer programmers,very satisfied
2000,CS-related,computer systems analysts,very satisfied
2000,CS-related,computer systems analysts,moderately satisfied
2000,Finance-related,"securities, commodities, and financial services sales agents",moderately satisfied
2000,CS-related,computer systems analysts,a little dissatisfied
2000,CS-related,computer systems analysts,very satisfied
2000,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
2000,CS-related,computer programmers,moderately satisfied
2000,CS-related,computer programmers,very satisfied
2000,Finance-related,financial managers,very satisfied
2000,Electrician,electricians,very satisfied
2000,Finance-related,"securities, commodities, and financial services sales agents",very satisfied
2000,Finance-related,financial managers,a little dissatisfied
2000,Finance-related,financial managers,a little dissatisfied
2000,Finance-related,personal financial advisors,very satisfied
2000,Finance-related,personal financial advisors,very satisfied
2000,Electrician,electricians,very satisfied
2000,Finance-related,financial managers,moderately satisfied
2000,CS-related,computer programmers,moderately satisfied
